-999 -999 -999     6.74600 -999.00000    3.28834 -999.00000 -999.00000
-999 -999 -999     9.57900 -999.00000    3.35232 -999.00000 -999.00000
-999 -999 -999    13.33800 -999.00000    3.43751 -999.00000 -999.00000
-999 -999 -999    14.87500 -999.00000    3.53944 -999.00000 -999.00000
-999 -999 -999     8.30800 -999.00000    3.62392 -999.00000 -999.00000
-999 -999 -999     5.50400 -999.00000    3.67679 -999.00000 -999.00000
-999 -999 -999     5.91700 -999.00000    3.72134 -999.00000 -999.00000
-999 -999 -999     9.50400 -999.00000    3.77870 -999.00000 -999.00000
-999 -999 -999    12.28800 -999.00000    3.85656 -999.00000 -999.00000
-999 -999 -999    14.10000 -999.00000    3.94888 -999.00000 -999.00000
-999 -999 -999    12.09600 -999.00000    4.03975 -999.00000 -999.00000
-999 -999 -999    13.80000 -999.00000    4.12984 -999.00000 -999.00000
-999 -999 -999    11.36700 -999.00000    4.21896 -999.00000 -999.00000
-999 -999 -999    17.50800 -999.00000    4.32255 -999.00000 -999.00000
-999 -999 -999     9.79200 -999.00000    4.42255 -999.00000 -999.00000
-999 -999 -999     9.16700 -999.00000    4.49339 -999.00000 -999.00000
-999 -999 -999    12.21700 -999.00000    4.57413 -999.00000 -999.00000
-999 -999 -999    10.12500 -999.00000    4.65960 -999.00000 -999.00000
-999 -999 -999    15.25800 -999.00000    4.75835 -999.00000 -999.00000
-999 -999 -999    17.65400 -999.00000    4.88964 -999.00000 -999.00000
-999 -999 -999    15.61700 -999.00000    5.02593 -999.00000 -999.00000
-999 -999 -999    15.41700 -999.00000    5.15605 -999.00000 -999.00000
-999 -999 -999    12.68800 -999.00000    5.27595 -999.00000 -999.00000
-999 -999 -999    11.35400 -999.00000    5.37909 -999.00000 -999.00000
-999 -999 -999    13.61700 -999.00000    5.48841 -999.00000 -999.00000
-999 -999 -999    11.85400 -999.00000    5.60211 -999.00000 -999.00000
-999 -999 -999    13.98700 -999.00000    5.71978 -999.00000 -999.00000
-999 -999 -999     8.98300 -999.00000    5.82411 -999.00000 -999.00000
-999 -999 -999     7.02500 -999.00000    5.89113 -999.00000 -999.00000
-999 -999 -999    12.13700 -999.00000    5.97614 -999.00000 -999.00000
-999 -999 -999    10.51200 -999.00000    6.08200 -999.00000 -999.00000
-999 -999 -999    12.37500 -999.00000    6.19063 -999.00000 -999.00000
-999 -999 -999    12.60400 -999.00000    6.31358 -999.00000 -999.00000
-999 -999 -999    12.82600 -999.00000    6.44147 -999.00000 -999.00000
-999 -999 -999    10.15000 -999.00000    6.55526 -999.00000 -999.00000
-999 -999 -999     8.48700 -999.00000    6.64065 -999.00000 -999.00000
-999 -999 -999    14.82100 -999.00000    6.75909 -999.00000 -999.00000
-999 -999 -999    10.56700 -999.00000    6.89410 -999.00000 -999.00000
-999 -999 -999    12.30400 -999.00000    7.01228 -999.00000 -999.00000
-999 -999 -999    15.46300 -999.00000    7.16996 -999.00000 -999.00000
-999 -999 -999    15.49200 -999.00000    7.35711 -999.00000 -999.00000
-999 -999 -999     8.67900 -999.00000    7.49116 -999.00000 -999.00000
-999 -999 -999     9.39200 -999.00000    7.57200 -999.00000 -999.00000
-999 -999 -999    10.31700 -999.00000    7.66728 -999.00000 -999.00000
-999 -999 -999    12.42500 -999.00000    7.79086 -999.00000 -999.00000
-999 -999 -999    14.22100 -999.00000    7.95321 -999.00000 -999.00000
-999 -999 -999    14.64600 -999.00000    8.14089 -999.00000 -999.00000
-999 -999 -999    16.44300 -999.00000    8.35674 -999.00000 -999.00000
-999 -999 -999    17.84500 -999.00000    8.61559 -999.00000 -999.00000
-999 -999 -999    19.09100 -999.00000    8.91750 -999.00000 -999.00000
-999 -999 -999    12.14200 -999.00000    9.15776 -999.00000 -999.00000
-999 -999 -999    16.60800 -999.00000    9.36885 -999.00000 -999.00000
-999 -999 -999    16.42100 -999.00000    9.64866 -999.00000 -999.00000
-999 -999 -999    14.45000 -999.00000    9.90209 -999.00000 -999.00000
-999 -999 -999    13.32900 -999.00000   10.10585 -999.00000 -999.00000
-999 -999 -999    13.07100 -999.00000   10.28397 -999.00000 -999.00000
-999 -999 -999    16.61200 -999.00000   10.52531 -999.00000 -999.00000
-999 -999 -999    15.11200 -999.00000   10.81146 -999.00000 -999.00000
-999 -999 -999    15.75400 -999.00000   11.08228 -999.00000 -999.00000
-999 -999 -999    19.59600 -999.00000   11.46547 -999.00000 -999.00000
-999 -999 -999    14.06700 -999.00000   11.81455 -999.00000 -999.00000
-999 -999 -999    12.72100 -999.00000   11.95918 -999.00000 -999.00000
-999 -999 -999    17.25400 -999.00000   12.19567 -999.00000 -999.00000
-999 -999 -999    10.79600 -999.00000   12.35882 -999.00000 -999.00000
-999 -999 -999    13.47100 -999.00000   12.37750 -999.00000 -999.00000
-999 -999 -999    15.47500 -999.00000   12.55774 -999.00000 -999.00000
-999 -999 -999    15.15800 -999.00000   12.78877 -999.00000 -999.00000
-999 -999 -999    12.25000 -999.00000   12.87860 -999.00000 -999.00000
-999 -999 -999    10.52900 -999.00000   12.76892 -999.00000 -999.00000
-999 -999 -999    11.88800 -999.00000   12.65674 -999.00000 -999.00000
-999 -999 -999    13.53800 -999.00000   12.67176 -999.00000 -999.00000
-999 -999 -999    15.94200 -999.00000   12.83801 -999.00000 -999.00000
-999 -999 -999    17.16300 -999.00000   13.13630 -999.00000 -999.00000
-999 -999 -999    12.03700 -999.00000   13.25009 -999.00000 -999.00000
-999 -999 -999    14.02100 -999.00000   13.20805 -999.00000 -999.00000
-999 -999 -999    17.67100 -999.00000   13.41860 -999.00000 -999.00000
-999 -999 -999    14.12900 -999.00000   13.61542 -999.00000 -999.00000
-999 -999 -999    11.11300 -999.00000   13.46582 -999.00000 -999.00000
-999 -999 -999    16.12900 -999.00000   13.43283 -999.00000 -999.00000
-999 -999 -999    12.52900 -999.00000   13.46714 -999.00000 -999.00000
-999 -999 -999    15.50800 -999.00000   13.46329 -999.00000 -999.00000
-999 -999 -999    14.29200 -999.00000   13.53970 -999.00000 -999.00000
-999 -999 -999    16.33800 -999.00000   13.64352 -999.00000 -999.00000
-999 -999 -999    17.50800 -999.00000   13.89260 -999.00000 -999.00000
-999 -999 -999    19.96300 -999.00000   14.31176 -999.00000 -999.00000
-999 -999 -999    17.69200 -999.00000   14.71753 -999.00000 -999.00000
